time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-06-22T09:16:04.000Z,-34.229,148.713,10,3.8,ml,7,134.1,,,us,usp000jn39,2015-03-24T02:09:01.414Z,"New South Wales, Australia",earthquake,,,,,reviewed,aust,aust
2012-06-19T10:53:29.000Z,-38.304,146.2,10,5.2,mb,178,43.2,,,us,usp000jmyx,2017-10-11T20:08:48.925Z,"near the southeast coast of Australia",earthquake,,,,37,reviewed,aust,us
2012-06-08T11:32:39.000Z,-30.748,150.4,0,4.1,ml,7,159.2,,,us,usp000jmh7,2014-11-07T01:48:02.047Z,"New South Wales, Australia",earthquake,,,,,reviewed,aust,aust
2012-06-08T11:31:00.000Z,-30.759,150.413,0,4,mwr,27,78.6,,,us,usp000jmh6,2016-01-04T23:29:31.572Z,"New South Wales, Australia",earthquake,,,,,reviewed,aust,us
2012-05-27T09:27:11.980Z,-40.68,155.911,14.7,4.7,mb,100,43.3,,1.05,us,usp000jkzn,2014-11-07T01:47:53.861Z,"southeast of Australia",earthquake,,10.1,,16,reviewed,us,us
2012-04-19T19:09:16.000Z,-35.231,148.603,4,3.7,ml,17,60.8,,,us,usp000jj8f,2015-03-24T01:28:34.849Z,"New South Wales, Australia",earthquake,,,,,reviewed,aust,aust
2012-03-23T09:25:14.000Z,-26.163,131.955,7,5.3,mwc,315,27.2,,,us,usp000jgnw,2017-10-11T20:02:15.660Z,"South Australia",earthquake,,,,,reviewed,aust,gcmt
2012-03-16T11:24:36.000Z,-26.174,131.824,15,4.3,ml,15,86.8,,,us,usp000jgb9,2014-11-07T01:47:15.775Z,"South Australia",earthquake,,,,,reviewed,aust,aust
2011-12-05T19:10:00.000Z,-21.51,114.42,15,5.2,mwc,85,42.3,,,us,usp000jbvf,2017-04-13T22:27:01.323Z,"Western Australia",earthquake,,,,,reviewed,aust,gcmt
2011-10-28T09:08:38.140Z,-40.609,126.596,10,4.8,mb,37,63.4,,1.12,us,usp000ja0t,2014-11-07T01:46:11.877Z,"south of Australia",earthquake,,,,13,reviewed,us,us
2011-10-18T15:52:25.000Z,-35.034,138.671,17,3.3,ml,6,197.6,,,us,usp000j9h0,2015-03-24T01:40:27.037Z,"near the coast of South Australia",earthquake,,,,,reviewed,aust,aust
2011-10-15T10:38:10.000Z,-32.286,138.819,0,4.6,mb,10,100,,,us,usp000j9cf,2014-11-07T01:46:06.879Z,"near the coast of South Australia",earthquake,,,,1,reviewed,aust,us
2011-09-17T16:28:29.000Z,-20.214,147.614,5,4.3,mb,16,151.1,,,us,usp000j86z,2015-03-24T02:02:45.228Z,"Queensland, Australia",earthquake,,,,3,reviewed,aust,us
2011-09-04T11:15:11.000Z,-33.079,138.713,2,4.1,mb,15,168.6,,,us,usp000j7kk,2014-11-07T01:45:50.064Z,"near the coast of South Australia",earthquake,,,,3,reviewed,aust,us
2011-07-14T05:51:36.000Z,-20.865,120.356,12,4,mb,32,57.2,,,us,usp000j4uw,2014-11-07T01:45:21.721Z,"Western Australia",earthquake,,,,6,reviewed,aust,us
2011-07-05T09:16:26.000Z,-38.412,145.806,6,3.7,ml,11,130.2,,,us,usp000j467,2015-03-24T01:18:46.767Z,"near the southeast coast of Australia",earthquake,,,,,reviewed,aust,aust
2011-07-05T02:37:16.000Z,-38.404,145.888,0,3.3,ml,4,135.1,,,us,usp000j45w,2015-03-24T02:16:23.193Z,"near the southeast coast of Australia",earthquake,,,,,reviewed,aust,aust
2011-07-05T01:32:11.000Z,-38.412,145.839,2,4.4,mb,24,116.1,,,us,usp000j45q,2015-03-24T01:18:43.852Z,"near the southeast coast of Australia",earthquake,,,,6,reviewed,aust,us
2011-06-01T03:29:04.000Z,-37.49,142.425,2,3.8,ml,12,163.1,,,us,usp000j2h9,2014-11-07T01:44:58.629Z,"near the southeast coast of Australia",earthquake,,,,,reviewed,aust,aust
2011-05-20T20:03:29.000Z,-23.46,119.332,9,4.7,mb,50,64.7,,,us,usp000j1wq,2015-03-24T02:07:53.678Z,"Western Australia",earthquake,,,,17,reviewed,aust,us
2011-05-07T05:23:36.000Z,-17.735,122.881,10,4.4,mb,15,111.7,,,us,usp000j155,2014-11-07T01:44:46.590Z,"Western Australia",earthquake,,,,3,reviewed,aust,us
2011-04-17T18:41:18.460Z,-19.921,113.73,10,5.3,mwc,97,42.7,,1.11,us,usp000j05d,2015-03-24T01:16:41.161Z,"northwest of Australia",earthquake,,,,,reviewed,us,gcmt
2011-04-16T07:06:52.000Z,-20.17,147.679,0,4,mb,19,153.5,,,us,usp000j02d,2015-03-24T01:16:38.384Z,"Queensland, Australia",earthquake,,,,2,reviewed,aust,us
2011-04-16T05:31:18.000Z,-20.085,147.764,7,5,mwr,127,24.2,,,us,usp000j026,2017-04-13T22:26:20.667Z,"Queensland, Australia",earthquake,,,,,reviewed,aust,us
2011-04-08T06:05:24.590Z,-42.46,120.156,10,5,mwc,75,52.8,,1.09,us,usp000hzh5,2014-11-07T01:44:30.313Z,"south of Australia",earthquake,,,,,reviewed,us,gcmt
2011-03-15T06:07:59.000Z,-17.327,146.253,0,3.6,ml,9,145,,,us,usp000hxab,2014-11-07T01:44:09.372Z,"Queensland, Australia",earthquake,,,,,reviewed,aust,aust
2011-02-21T21:59:36.000Z,-20.903,135.419,0.6,4,mwr,65,50.9,,,us,usp000huvh,2014-11-07T01:43:41.999Z,"Northern Territory, Australia",earthquake,,,,,reviewed,aust,us
2010-10-10T02:30:18.000Z,-32.902,139.961,0,4.5,mb,21,94.4,,,us,usp000hmxb,2014-11-07T01:42:41.241Z,"near the coast of South Australia",earthquake,,,,3,reviewed,aust,us
2010-09-29T09:09:25.000Z,-29.568,143.752,0,4.2,mb,15,44.9,,,us,usp000hmb3,2014-11-07T01:42:31.701Z,"New South Wales, Australia",earthquake,,,,1,reviewed,aust,us
2010-08-13T01:23:26.030Z,-38.036,111.579,10,4.2,mb,14,127,,1.27,us,usp000hj11,2014-11-07T01:42:13.793Z,"southwest of Australia",earthquake,,,,2,reviewed,us,us
2010-07-30T21:29:22.000Z,-32.175,138.141,10,4.2,mb,16,88,,,us,usp000hh6e,2014-11-07T01:42:04.877Z,"near the coast of South Australia",earthquake,,,,2,reviewed,aust,us
