"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Voluntary Assisted Dying","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
AUG04,0.1827690556,0.2088789207,0.1305493255,0,0.0261098651,0.0522197302,0,41.149147382,1.9060201516,17.963587182,3.8642600334,17.415280015,12.062757672,2.7937555647,9.2690021071,3.185403541,1.4882623101,1.6971412309,11.462230775,0.7571860876,0.1044394604,2.1148990723,8.4857061544,0,68.251187346,110.94081677,59.974360112,59.19106416,0.7832959527,14.177656744,36.788799912,3.5509416523,93.708305809,28.120324702,219.71451474,13.185481871,28.87751079,72.950963062,104.70055901,63.864730011,1.4882623101,4.0209192239,9.7389796787,0,48.616568798,13.263811466,1.7493609611,3.6031613825,7.6763003366,0.2349887858,533.16344514,102.87286846,0.4960874367,44.543429844,3.8642600334,8.8773541307,45.091737011,1.9843497469,0.0261098651,0,0.0783295953,1.6710313658,0.0783295953,0,0,0.1305493255,7.4674214158,0.0261098651,19.242970572,5.0392039624,8.094058178,0.2088789207,1.6449215007,0.2088789207,4.3081277399,1.723251096,69.269472085,0.861625548,27.859226051,4.2297981446,36.318822341,0.574417032,86.084225203,3.2115134061,60.444337684,22.245605057,0.1827690556,2.9243048901,303.57940141
SEP04,0.0522197302,0.287208516,0.1044394604,0,0.0261098651,0.1566591905,0,35.953284229,1.3054932545,16.919192579,2.7676456996,14.960952697,11.383901179,3.3420627316,8.0418384478,3.6031613825,1.8015806912,1.8015806912,11.906098481,0.5483071669,0.0783295953,1.9582398818,9.3212218372,0,63.185873519,108.77369797,59.530492406,58.538317533,0.9921748734,12.402185918,36.841019642,3.0026344854,92.141713904,28.694741734,202.56033337,13.420470656,27.206479424,67.259012473,94.674370818,80.94058178,3.6553811126,3.2898430014,17.493609611,0,56.501748055,12.245526727,2.6370963741,1.9843497469,7.3890918206,0.2349887858,528.35922997,98.434191391,0.2349887858,45.561714583,3.8642600334,4.908654637,43.864573352,1.9060201516,0,0.0261098651,0.1305493255,1.5927017705,0,0,0.1566591905,0,7.9112891224,0,21.253430184,5.9008295104,9.1645626467,0.4699775716,1.8538004214,0.287208516,4.4125672003,2.1410089374,67.076243417,1.1749439291,27.989775377,5.4308519388,32.480672172,0.3916479764,79.478429335,3.6553811126,54.83071669,20.914001937,0.0783295953,6.6319057329,298.14854947
OCT04,0.2088789207,0.3916479764,0.2349887858,0,0.0783295953,0.0783295953,0,44.93507782,1.9060201516,20.574573691,3.9948093588,18.459674619,13.08104241,3.0287443505,10.05229806,3.6814909777,1.3316031196,2.3498878581,12.950493085,0.861625548,0.1305493255,1.8799102865,10.078407925,0,75.24863119,112.95127638,63.995279336,62.663676217,1.3316031196,12.506625378,36.449371666,2.5587667789,90.679561459,30.026344854,206.502923,14.960952697,28.82529106,64.883014749,97.833664493,41.175257247,1.0705044687,2.898195025,9.3734415674,0,27.833116186,11.958318211,2.1932286676,2.8459752948,6.7885649235,0.1305493255,495.85244793,95.588216096,0.3916479764,43.838463487,3.8642600334,3.9425896286,43.551254971,1.7754708261,0,0.0261098651,0.287208516,1.2793833894,0.0783295953,0,0,0.1044394604,8.0157285827,0,22.846131954,6.4230268122,9.1123429165,0.2349887858,1.7493609611,0.3655381113,4.6475559861,2.1148990723,79.191220819,1.6188116356,33.107308935,4.8042151766,39.660885072,0.8094058178,93.629976214,3.9948093588,65.796860028,23.733867367,0.1044394604,3.2115134061,320.60303344
NOV04,0.1566591905,0.3655381113,0.1827690556,0,0.0522197302,0.1305493255,0,45.274506067,2.0887892072,21.070661128,4.2036882795,17.911367452,10.574495362,2.6632062392,7.9112891224,3.6292712476,1.8015806912,1.8276905563,12.793833894,0.9138452782,0.1044394604,1.9060201516,9.8695290041,0,72.794303872,112.42907908,64.569696368,63.420862304,1.148834064,10.809484147,37.049898563,2.8720851599,98.904168962,31.201288783,220.55003042,16.083676896,37.415436674,66.893474361,100.15744249,50.418149489,1.9060201516,5.7180604548,7.4152016857,0,35.378867197,13.13326214,2.6370963741,2.8720851599,7.5457510111,0.0783295953,529.50806403,111.75022259,0.4438677065,48.616568798,4.5692263908,10.470055901,47.65050379,0.7571860876,0,0,0.2088789207,0.5221973018,0,0,0,0.0261098651,8.3551568289,0.0261098651,21.070661128,6.083598566,8.381266694,0.1827690556,1.8276905563,0.2349887858,4.5692263908,1.5665919054,77.128541477,1.9843497469,30.679091481,4.0209192239,40.444181025,1.0182847385,87.833586164,3.7859304381,60.366008089,23.498878581,0.1827690556,2.6370963741,325.04171051
DEC04,0.0522197302,0.4438677065,0.3133183811,0,0,0.1305493255,0,45.744483638,2.1410089374,20.182925715,4.4125672003,19.007981786,11.618889965,2.9243048901,8.6945850751,4.6736658512,2.1671188025,2.5065470487,11.096692663,0.7832959527,0.2349887858,1.3838228498,8.6945850751,0,73.629819555,115.14450505,63.107543923,61.201523772,1.9060201516,13.577129847,38.459831278,3.0548542156,93.003339452,31.305728243,200.68042308,14.386535665,30.679091481,66.005738948,89.60905699,36.397151936,0.8094058178,6.5274662726,7.0496635744,0,22.010616271,15.404820403,2.2454483978,3.0287443505,9.9739684645,0.1566591905,494.99082238,93.133888777,0.4177578414,41.410246033,3.9686994937,4.5953362559,42.741849153,0.1566591905,0,0,0.0261098651,0.0261098651,0.0261098651,0,0.0522197302,0.0261098651,10.15673752,0.0261098651,22.088945866,5.5614012642,8.6162554798,0.4960874367,1.7754708261,0.4699775716,4.2297981446,1.6449215007,79.086781359,1.6971412309,32.297903117,3.8903698985,41.201367113,0.4960874367,100.94073844,4.0992488192,70.94050345,25.822656574,0.0783295953,3.1070739457,323.37067914
JAN05,0.1020800338,0.3828001268,0.2552000845,0,0,0.1276000423,0,43.435054386,1.7098405663,19.931126601,4.1597613777,17.63432584,10.05488333,2.8327209382,7.222162392,4.517041496,1.9905606593,2.5264808368,10.590803508,0.6380002113,0.1786400592,1.3780804564,8.3960827808,0,69.08266288,128.41668253,66.811382128,65.407781663,1.4036004649,16.434885443,45.17041496,2.424400803,101.92691376,28.301689374,205.41054803,15.541685147,26.744968858,65.280181621,97.843712406,57.70073911,5.1040016904,3.9045612932,7.8601626033,0,40.832013524,14.061524657,2.8072009297,3.3431211072,7.7070425526,0.2041600676,538.24249827,89.294509574,0.4083201352,39.913293219,3.9556013101,4.8232815975,40.194013312,0.4338401437,0,0,0.1531200507,0.1531200507,0.0255200085,0,0.0765600254,0.0255200085,6.6096821891,0.0255200085,20.951926939,6.5076021553,9.0596030005,0.2296800761,1.9650406508,0.1786400592,4.9764016482,1.7098405663,78.703706067,1.1228803719,32.359370717,3.7769612509,41.444493726,0.7656002536,106.44395525,3.3686411157,75.870985128,27.051208959,0.1531200507,3.8790412847,322.67498687
FEB05,0.1276000423,0.1786400592,0.1531200507,0,0,0.0255200085,0,42.337694022,1.8884806255,20.44152677,3.5728011833,16.434885443,11.764723896,3.0113609974,8.7533628991,3.725921234,1.7353605748,1.9905606593,11.637123854,0.6635202198,0,1.9650406508,9.0085629836,0,69.771703108,111.52243694,57.062738899,55.914338519,1.1484003804,13.449044454,41.010653583,2.2968007607,82.097867191,26.898088909,192.88022388,14.954724953,27.485049103,57.981459203,92.458990622,60.456900023,0.8676802874,5.3847217834,10.310083415,0,43.894414538,13.831844581,2.4499208114,3.3941611241,7.7580825695,0.2296800761,489.98416228,94.041231146,0.4338401437,41.087213608,4.6191215299,3.7769612509,44.124094614,0.4848801606,0,0,0.0510400169,0.3062401014,0.0255200085,0,0.0255200085,0.0765600254,7.2987224173,0.1276000423,21.054006973,6.660722206,8.3705627723,0.5359201775,1.5567205156,0.280720093,4.1597613777,1.8374406086,65.637461739,1.2504804142,27.995449272,3.7769612509,32.614570802,0.5869601944,89.166909532,3.5217611664,61.937060514,23.478407776,0.2296800761,11.688163871,305.11722105
MAR05,0.0765600254,0.2552000845,0.2296800761,0,0,0.0255200085,0,42.082493938,2.0160806677,19.191046356,3.8024812594,17.072885655,12.760004226,2.7816809213,9.9783233048,3.7769612509,1.5312005071,2.2457607438,11.484003804,0.7400802451,0.1020800338,1.4036004649,9.2382430597,0,70.435223328,117.749319,62.396420666,61.477700361,0.9187203043,13.091764336,42.261133997,3.3431211072,94.347471248,27.969929264,200.4851864,14.495364801,27.816809213,59.180899601,98.992112786,65.331221638,1.1994403973,5.2316017327,7.3497624342,0,51.550417073,13.474564463,2.4754408199,3.1134410312,7.6049625188,0.280720093,522.70081312,90.085629836,0.4848801606,38.994572915,4.4149614622,5.3336817665,40.857533532,0.1786400592,0,0,0.0765600254,0.0510400169,0,0,0.0510400169,0,9.6465631949,0.0765600254,20.467046779,6.6096821891,9.4424031273,0.3572801183,2.2202407353,0.280720093,4.3639214453,2.2202407353,73.70178441,1.5567205156,30.751610185,3.9300813016,37.463372408,0.9187203043,91.208510208,3.496241158,60.788660133,26.898088909,0.0255200085,3.8790412847,306.21458142
APR05,0.1531200507,0.510400169,0.4083201352,0,0.0255200085,0.0765600254,0,37.744092501,1.582240524,15.745845215,3.4707211495,16.945285612,12.606884175,2.7816809213,9.8252032541,4.4149614622,1.9395206424,2.4754408199,9.9017632795,0.5359201775,0.1276000423,1.8374406086,7.4008024511,0,65.331221638,113.13019747,64.055221215,63.034420877,0.9952803296,11.917843947,37.157132306,3.3686411157,86.946668797,28.454809424,199.41334605,14.189124699,31.517210439,61.732900446,91.974110462,49.406736364,5.869601944,3.9556013101,9.2637630682,0.0255200085,30.292250033,12.326164082,2.2712807522,2.3478407776,7.5794425103,0.1276000423,493.0465633,92.178270529,0.1531200507,43.256414327,2.9603209805,4.006641327,41.801773845,1.6588005494,0,0,0.1786400592,1.3780804564,0.0255200085,0,0.0765600254,0,9.5189631527,0,18.399926094,6.5841621807,7.9877626455,0.1531200507,1.6588005494,0.3828001268,4.2108013946,1.582240524,67.628022398,1.2249604057,29.322489712,3.3686411157,33.711931165,0.8932002958,98.992112786,3.0624010143,70.537303362,25.239288359,0.1531200507,3.215521065,307.0567417
MAY05,0.1531200507,0.1786400592,0.1276000423,0,0,0.0510400169,0,37.055052273,1.582240524,16.48592546,3.3686411157,15.618245173,12.53032415,3.496241158,9.0340829921,3.9045612932,1.6077605325,2.2968007607,11.71368388,0.7145602367,0.1276000423,1.582240524,9.2892830766,0,65.535381705,109.50635627,59.538179719,58.389779339,1.1484003804,11.203283711,38.764892839,3.5983211918,106.06115513,29.092809636,196.5551051,12.173044032,27.306409044,64.79530146,92.280350563,79.673466388,2.0671206846,4.0832013524,10.335603423,0,63.187540928,13.19384437,2.7816809213,3.3176010988,6.8138422567,0.280720093,537.68105808,100.80403339,0.4083201352,46.650575451,3.7004012256,4.5936015214,45.451135053,0.2041600676,0,0,0.0765600254,0.0765600254,0,0,0.0510400169,0,7.0435223328,0.1020800338,18.476486119,8.1408826963,8.3705627723,0.4338401437,1.7864005917,0.3828001268,4.4404814707,1.3270404395,60.099619905,1.6077605325,24.422648089,3.6493612087,30.419850075,0.5614401859,80.821866768,2.6285608706,54.40865802,23.657047835,0.1276000423,3.6748812171,288.29953548
JUN05,0.0255200085,0.2041600676,0.1786400592,0,0,0.0255200085,0,37.718572492,1.9650406508,15.950005283,3.215521065,16.588005494,10.38664344,2.654080879,7.732562561,3.2665610819,1.582240524,1.6843205578,9.2892830766,0.7145602367,0.0255200085,0.8421602789,7.7070425526,0,60.890740167,107.69443567,58.160099263,57.062738899,1.0973603634,12.479284133,37.055052273,3.4196811326,90.825710081,26.719448849,194.20726432,13.066244328,27.944409255,66.479622018,86.716988721,33.278091022,1.4546404818,3.0368810058,4.517041496,0,24.269528038,11.38192377,2.3223207692,3.496241158,5.3081617581,0.2552000845,467.52655484,90.621550014,0.280720093,41.470013735,2.4754408199,3.5983211918,42.797054174,2.0926406931,0,0.0255200085,0.5359201775,1.4546404818,0.0765600254,0,0,0,7.3497624342,0.0255200085,15.950005283,6.2268820623,7.5794425103,0.280720093,1.7864005917,0.2552000845,3.9045612932,1.352560448,59.078819567,1.2760004226,27.127768985,3.3176010988,27.357449061,0.7145602367,98.76243271,3.0879210227,67.168662246,28.35272939,0.1531200507,3.215521065,291.61713658
JUL05,0.0765600254,0.2296800761,0.0765600254,0,0.0765600254,0.0765600254,0,39.785693177,1.7864005917,18.068165984,3.215521065,16.715605536,14.112564674,2.6030408621,11.509523812,3.6748812171,1.862960617,1.8119206001,11.177763702,0.6890402282,0.3828001268,1.1484003804,8.9575229667,0,69.057142872,100.31915323,55.531538392,53.974817876,1.5567205156,11.458483795,33.329131039,3.0113609974,95.572431654,29.832889881,220.21215293,12.989684302,28.556889458,91.974110462,86.691468712,48.717696135,2.0416006762,3.4452011411,6.0482420032,0,37.182652315,11.892323939,2.2968007607,2.424400803,6.8648822736,0.3062401014,509.55800877,97.307792228,0.7400802451,44.532414749,2.7051208959,4.0576813439,45.272494994,0.3572801183,0.0255200085,0.0510400169,0.1531200507,0.0255200085,0,0,0.0510400169,0.0510400169,8.804402916,0.0255200085,19.471766449,6.3800021131,8.8554429329,0.3062401014,1.4801604902,0.1276000423,5.359201775,1.582240524,64.591141393,1.2760004226,27.765769196,2.5775208537,32.97185092,1.4036004649,83.705627723,3.3686411157,56.041938561,24.141927996,0.1531200507,4.517041496,295.41961784
AUG05,0.0765600254,0.3317601099,0.1276000423,0,0,0.2041600676,0,37.514412425,1.5567205156,17.226005705,2.2712807522,16.460405452,12.351684091,2.8837609551,9.4679231358,3.6748812171,1.6077605325,2.0671206846,9.6976032118,0.5614401859,0.0765600254,1.7098405663,7.3497624342,0,63.64690108,94.653711349,51.524897065,50.325456668,1.1994403973,12.428244116,30.700570168,2.8327209382,93.173550859,24.550248131,206.25270831,14.036004649,30.419850075,71.966423835,89.830429752,60.763140125,12.122004015,3.0879210227,4.797761589,0,40.755453498,12.402724108,1.9395206424,2.5264808368,7.6304825272,0.3062401014,494.62880382,121.19452014,0.9952803296,50.478576719,5.2571217412,6.5331221638,57.930419187,2.3478407776,0.0255200085,0,0.1276000423,2.0671206846,0.0765600254,0,0.0255200085,0.0255200085,8.4981628146,0.0765600254,18.221286035,7.0180023244,8.3195227554,0.3317601099,1.1484003804,0.3828001268,4.5936015214,1.862960617,62.472980691,1.4036004649,27.561609128,3.2665610819,30.241210016,1.4291204733,91.51475031,3.1134410312,59.716819778,28.53136945,0.1531200507,6.150322037,327.24306838
SEP05,0.1020800338,0.1786400592,0.0510400169,0,0.0255200085,0.1020800338,0,38.611772788,1.8374406086,17.430165773,2.9858409889,16.358325418,10.463203465,2.0926406931,8.3705627723,3.8535212763,2.1947207269,1.6588005494,8.6002428484,0.5869601944,0.0765600254,1.2504804142,6.6862422145,0,61.809460471,96.491151958,53.643057767,52.571217412,1.071840355,11.484003804,31.364090388,3.8024812594,95.189631527,25.673128503,196.70822515,14.240164716,26.438728757,66.785862119,89.243469557,65.765061781,8.0388026625,2.5264808368,7.4518424681,0,47.747935814,10.846003592,1.7864005917,1.8374406086,6.9159222906,0.3062401014,494.47568377,108.66419599,0.3317601099,44.328254682,3.8535212763,14.954724953,45.195934969,1.0208003381,0,0,0.791120262,0,0.1276000423,0,0.1020800338,0,8.3705627723,0,17.8129659,7.222162392,8.7788829076,0.4083201352,1.3780804564,0.3062401014,4.6446415383,2.0416006762,70.001383184,1.582240524,31.032330278,3.3176010988,34.069211284,2.6030408621,92.407950606,3.6493612087,60.83970015,27.791289204,0.1276000423,3.0368810058,319.91882596
OCT05,0.0255200085,0.2296800761,0.1276000423,0,0,0.1020800338,0,42.848094191,2.2712807522,19.369686415,3.5728011833,17.63432584,21.028486965,3.2665610819,17.761925883,4.6701615468,2.0160806677,2.654080879,9.8507232626,0.5869601944,0.1531200507,1.8119206001,7.2987224173,0,78.65266605,101.67171367,56.960658865,55.633618426,1.3270404395,12.760004226,31.951050582,3.2410410734,103.22843419,25.877288571,197.60142545,14.444324784,30.572970126,58.262179296,94.321951239,58.389779339,3.0113609974,3.5217611664,8.8809629414,0,42.975694234,13.474564463,2.1947207269,2.5009608283,8.5492028315,0.2296800761,503.48424675,98.992112786,0.3317601099,46.956815552,3.215521065,3.9556013101,44.532414749,0.3828001268,0.0255200085,0,0.2296800761,0.0765600254,0,0,0,0.0510400169,10.361123432,0,25.928328587,9.3148030851,8.804402916,0.3572801183,1.7098405663,0.4338401437,4.7467215721,1.5567205156,76.406905306,2.0926406931,33.278091022,2.9858409889,38.050332602,2.934800972,97.716112364,3.8280012678,65.152581579,28.582409466,0.1531200507,4.8232815975,335.66467117
NOV05,0.1276000423,0.4083201352,0.2296800761,0,0,0.1786400592,0,45.144894952,1.8119206001,20.033206635,3.9811213185,19.318646398,15.031284978,3.3431211072,11.688163871,4.6701615468,1.7864005917,2.8837609551,10.437683457,0.8676802874,0.1531200507,1.7864005917,7.6304825272,0,75.819945112,104.30027454,57.751779127,56.501298713,1.2249604057,12.811044243,33.737451174,3.0624010143,108.33243588,25.928328587,195.73846483,15.209925038,27.918889247,58.03249922,94.577151324,41.240333659,4.0576813439,2.5775208537,9.9272832879,0,24.677848173,11.739203888,2.3223207692,2.2712807522,6.8393622652,0.3062401014,490.3414424,104.32579455,0.2552000845,50.759296811,3.3176010988,4.4149614622,45.578735096,1.8119206001,0,0.1020800338,0.7400802451,0.8421602789,0.1020800338,0,0.0255200085,0,10.335603423,0.3828001268,19.267606381,8.6002428484,10.463203465,0.6890402282,2.2968007607,0.2296800761,5.1550417073,2.0926406931,84.190507884,1.6843205578,32.665610819,2.9603209805,46.880255527,1.2249604057,92.943870783,4.1087213608,59.920979846,28.812089543,0.1020800338,4.4660014791,338.01251195
DEC05,0.1531200507,0.2041600676,0.1276000423,0,0,0.0765600254,0,45.451135053,2.3478407776,19.752486542,3.6238412002,19.726966534,12.913124277,4.6956815552,8.2174427216,4.4149614622,1.6843205578,2.7306409044,11.126723685,0.5614401859,0.1020800338,1.5567205156,8.9064829498,0,74.263224596,108.74075601,64.3104213,63.008900869,1.3015204311,12.964164294,31.466170422,3.0879210227,101.18683351,24.550248131,191.7318235,15.439605114,32.48697076,55.327378324,88.477869304,43.741294487,6.2779220792,2.1692007184,5.5378418341,0,29.756329855,12.632404184,2.3988807945,3.2665610819,6.7628022398,0.2041600676,485.67128085,116.62643863,0.6890402282,43.332974352,3.0624010143,26.004888613,43.537134419,2.424400803,0,0.0255200085,0.1020800338,2.2968007607,0,0,0,0,12.760004226,0.2552000845,22.661767506,7.9622426371,7.8091225864,0.1786400592,1.352560448,0.280720093,4.2618414115,1.7353605748,92.688670698,2.934800972,37.055052273,3.3686411157,49.330176338,1.2249604057,107.23507552,4.3894414538,73.421064317,29.245929686,0.1786400592,6.3034420877,377.95132518
JAN06,0.1497008976,0.2994017952,0.1746510472,0,0.0249501496,0.0998005984,0,42.989107763,1.9960119681,18.363310106,5.1646809674,17.465104721,12.774476596,2.6696660073,10.104810588,3.7924227394,2.0459122673,1.7465104721,9.7305583444,0.5239531416,0.1497008976,1.0728564328,7.9840478724,0,69.735668135,115.76869415,64.546037018,62.949227444,1.5968095745,15.394242304,35.828414827,2.7944167553,97.829536586,25.074900349,198.92754277,15.818394847,27.569915309,62.500124751,93.039107862,42.016051928,2.0459122673,10.354312084,7.5349451795,0,22.080882397,13.298429737,3.6676719914,2.6447158577,6.9111914395,0.0748504488,495.70957227,100.77365424,0.62375374,42.889307164,3.443120645,6.5868394947,47.230633195,1.7714606217,0.0249501496,0,1.2225573305,0.2994017952,0,0,0.1996011968,0.0249501496,10.479062832,0,22.380284192,9.0818544548,9.2066052028,0.2994017952,1.4471086769,0.3243519448,4.9650797706,2.1706630153,85.279611337,2.3453140625,36.352367969,3.567871393,43.014057912,1.3722582281,93.064058012,3.2185692985,64.546037018,25.174700948,0.124750748,3.8423230386,337.25117216
FEB06,0.124750748,0.249501496,0.124750748,0.0499002992,0.0499002992,0.0249501496,0,42.041002078,1.7215603225,20.234571326,4.4910269282,15.593843501,12.699626147,2.8942173537,9.8054087932,3.3932203457,1.4720588265,1.9211615193,10.504012982,0.499002992,0.2245513464,1.3473080785,8.4331505652,0,69.012113797,104.01717369,62.599925349,61.252617271,1.3473080785,11.25251747,30.164730868,2.7195663065,90.269641257,23.852343019,190.24489071,12.475074801,29.565927277,58.034047972,90.169840658,62.200722956,0.7235543384,3.2934197473,8.2085992188,0,49.975149651,10.878265226,1.8463110705,2.2704636137,6.6367397939,0.124750748,484.18260316,108.40840002,0.5988035904,44.985119731,3.7924227394,7.7594965259,51.27255743,1.4720588265,0,0,1.1976071809,0.1996011968,0.0499002992,0,0.0249501496,0,9.4561066988,0.0249501496,20.65872387,6.4620887467,10.379262234,0.3243519448,1.9461116689,0.2245513464,4.815378873,3.0688684009,72.704735938,1.7714606217,30.738584309,3.3433200465,36.851370961,3.5429212434,85.030109841,3.1936191489,59.057004106,22.704636137,0.0748504488,6.7365403923,324.87589796
MAR06,0.124750748,0.249501496,0.1996011968,0.0499002992,0,0,0,44.585917337,2.0958125665,19.685668035,4.690628125,18.11380861,15.469092753,3.0189681017,12.450124651,5.1147806682,2.4451146609,2.6696660073,12.150722856,0.4241525432,0.1497008976,1.8962113697,9.6806580452,0,77.694765858,118.16390851,68.962213497,67.265603325,1.6966101729,12.475074801,36.726620213,3.4181704954,93.637911453,23.527991074,201.92156072,14.121784674,30.938185505,61.077966223,95.783624319,81.2875874,1.4471086769,5.6137836602,7.3852442819,0,66.841450781,12.699626147,2.1706630153,3.6177716922,6.6866400931,0.2245513464,534.6567558,92.390403973,0.5988035904,40.069940259,2.8193669049,5.9630857547,42.939207463,1.6467098737,0.2245513464,0.1996011968,0.2994017952,0.6986041888,0.0748504488,0,0.124750748,0.0249501496,11.003015974,0.0249501496,19.38626624,9.2315553524,8.9072034076,0.5239531416,1.3473080785,0.1996011968,4.8403290226,1.9960119681,80.988185605,2.0708624169,34.655757796,2.5948155585,41.666749834,2.1457128657,88.223728989,4.066874385,61.127866523,22.929187483,0.0998005984,4.3662761802,318.31400861
APR06,0.0499002992,0.2245513464,0.124750748,0,0,0.0998005984,0,41.741600283,2.3702642121,18.388260256,3.9920239362,16.991051878,14.196635123,3.3183698969,10.878265226,4.191625133,2.2455134641,1.9461116689,8.8074028092,0.7235543384,0.1497008976,0.9481056848,6.9860418883,0,69.211714993,110.30461139,62.999127743,61.477168617,1.5219591257,12.225573305,35.079910339,3.8423230386,90.743694099,21.531979106,168.51331041,12.749526446,22.52998509,53.293519548,79.940279322,51.347407879,3.7175722906,2.1956131649,8.1087986204,0,37.325423803,10.553913281,2.1207627161,2.5698654089,5.4890329122,0.374252244,456.8372392,84.880408943,0.6736540392,38.048978142,2.2455134641,5.9131854555,37.999077842,0.4241525432,0,0,0.1746510472,0.0499002992,0.0748504488,0,0.124750748,0,11.477068817,0.0499002992,17.51500502,6.3622881483,6.9860418883,0.1746510472,1.2225573305,0.1996011968,3.8922233378,1.4970089761,77.944267354,2.2704636137,32.360344033,2.3453140625,40.968145645,1.4471086769,105.58903311,3.3682701961,75.848454787,26.172706932,0.1996011968,5.064880369,317.74015517
MAY06,0.124750748,0.3493020944,0.249501496,0,0.0249501496,0.0748504488,0,37.400274252,1.5968095745,17.49005487,2.9441176529,15.369292154,16.367298138,4.9650797706,11.402218368,4.7654785738,2.4451146609,2.3203639129,9.5309571476,0.873255236,0.0499002992,1.1726570313,7.4351445811,0,68.538060954,106.3874379,57.584945279,56.462188547,1.122756732,12.574875399,36.227617221,2.9940179521,88.922333178,24.451146609,193.83771225,13.947133627,28.567921293,61.427268318,89.895389013,57.959197523,2.2704636137,4.565877377,10.00500999,0,41.117846543,11.926171509,2.1457128657,3.8922233378,5.6636839594,0.2245513464,486.47801692,95.933325216,0.3493020944,41.018045944,3.1437188497,9.0818544548,42.340403873,0.499002992,0,0.0499002992,0.124750748,0.1497008976,0,0,0.1746510472,0,11.327367919,0.0249501496,17.714606217,7.1856430851,8.1087986204,0.1746510472,1.7465104721,0.2245513464,4.2914257314,1.6716600233,73.577991174,2.0459122673,30.089880419,2.7694666057,38.672731882,0.5988035904,84.531106849,3.6177716922,58.857402909,21.956131649,0.0998005984,4.2664755818,303.76807139
JUN06,0.1996011968,0.3493020944,0.0998005984,0,0.0499002992,0.1996011968,0,35.578913331,1.4221585273,15.818394847,3.2185692985,15.119790658,16.117796642,3.6676719914,12.450124651,3.443120645,1.8962113697,1.5469092753,10.00500999,0.3243519448,0.1996011968,1.4221585273,8.0588983212,0,65.6937439,97.679835688,52.220663115,51.197706981,1.0229561336,11.352318068,34.106854505,2.8942173537,91.791600382,24.550947207,181.61213895,13.348330037,27.694666057,59.456206499,81.112936353,45.209671077,1.0728564328,1.7465104721,7.8343469747,0.0249501496,34.531007048,10.978065824,1.8463110705,3.443120645,5.6137836602,0.0748504488,454.71647648,91.442298288,0.9730558344,41.342397889,1.9461116689,5.1646809674,42.016051928,0.9481056848,0,0,0.0249501496,0.7235543384,0.0748504488,0,0.0998005984,0.0249501496,10.928165525,0.0499002992,17.465104721,6.9610917387,8.5329511636,0.2744516456,1.9710618185,0.124750748,3.942123637,2.2205633145,73.77759237,2.2704636137,30.963135655,2.1457128657,38.398280236,0.5489032912,109.05710391,3.3433200465,79.940279322,25.698654089,0.0748504488,2.8443170545,322.55553404
