"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Voluntary Assisted Dying","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
DEC08,0.1421967743,0.3317924733,0.2369946238,0.0236994624,0.0236994624,0.0473989248,0,39.435905396,2.3936457001,17.34800646,4.1237064537,15.570546782,8.6266043055,2.7965365606,5.8300677449,3.5549193567,1.6115634417,1.943355915,7.0624397886,0.8057817208,0.0473989248,1.445667205,4.7635919379,0,59.153858095,79.9382866,48.086209164,47.114531207,0.9716779575,7.7971231223,24.054954313,3.1520284962,82.403030687,19.717952698,164.18987535,13.15320162,30.050918295,44.483890883,76.501864555,27.420277971,1.7774596783,1.066475807,3.7919139804,1.256071506,19.528356999,9.6219817253,2.3936457001,1.8248586031,5.2375811855,0.1658962366,386.44343353,79.772390363,0.5687870971,37.753243568,2.6069408615,2.9387333348,35.904685502,0.3317924733,0,0.0710983871,0.1658962366,0.0473989248,0.0236994624,0,0.0236994624,0,22.798882807,0,19.078067214,8.4370086065,7.7734236599,0.2369946238,1.2323720436,0.0236994624,4.5265973141,1.7537602159,116.53025651,3.2705258081,46.569443572,3.1520284962,63.538258635,1.3271698932,93.186286069,4.076307529,72.093764553,16.921416138,0.0947978495,6.3040569925,355.53933459
JAN09,0.1155062257,0.346518677,0.1617087159,0,0,0.1848099611,0,37.169903421,1.8249983656,17.256630115,3.5344905055,14.553784434,10.34935782,2.9569593772,7.3923984429,3.788604202,1.8480996107,1.9405045913,7.4386009332,0.5544298832,0.1617087159,1.1781635018,5.5442988322,0,59.208491278,96.840419602,55.350583341,54.287926065,1.0626572762,10.926888948,30.562947312,3.4651867701,83.718912366,20.513905679,159.00587026,13.491127158,23.424662566,50.106600696,71.983479838,38.625281864,1.1550622567,1.201264747,6.6069561083,0.4851261478,29.176872604,9.1480930731,2.5411369647,1.8480996107,4.5971477817,0.1617087159,411.31766961,79.768599448,0.3003161867,38.394269413,2.5411369647,3.6961992214,34.836677662,0.4620249027,0.1386074708,0.0462024903,0.0924049805,0.0924049805,0.0924049805,0,0,0,18.850616029,0,17.926566224,8.3395494934,6.1680324508,0.1617087159,0.7854423346,0.1386074708,3.8810091825,1.201264747,101.94579478,3.442085525,39.803445366,3.0031618674,55.697102018,1.5939859142,86.698972988,3.5575917506,68.010065675,14.969606847,0.1617087159,6.5607536181,328.31489584
FEB09,0,0.1617087159,0.0462024903,0,0.0462024903,0.0693037354,0,38.070851981,2.1253145523,16.586694006,3.5575917506,15.801251672,10.857585213,2.8645543966,7.9930308164,3.5806929958,1.7556946302,1.8249983656,8.8939793766,0.5313286381,0.1386074708,1.6863908948,6.5376523729,0,61.564818282,91.180614544,50.222106921,48.882234704,1.3398722178,10.834483968,30.124023655,1.9867070815,78.729043417,17.510743812,151.31315563,12.682583579,26.589533149,44.377491902,67.663546998,39.988255327,2.2639220231,1.9636058364,5.3825901162,0.5544298832,29.823707468,9.5408142403,2.6335419453,1.2936697275,5.5674000773,0.0462024903,390.24933405,82.471445128,0.4389236575,37.562624588,2.8876556418,4.1582241241,37.424017117,0.0462024903,0,0,0.0231012451,0.0231012451,0,0,0,0,14.553784434,0,15.269923034,7.4848034234,6.2604374313,0.1848099611,1.0164547859,0.0693037354,3.8810091825,1.1088597664,86.398656801,2.8645543966,33.65851416,2.9800606223,46.895527622,2.2870232683,72.422403495,2.5642382099,57.961024041,11.850938754,0.0462024903,6.4221461473,293.61682565
MAR09,0.0924049805,0.3234174319,0.2541136965,0.0231012451,0.0231012451,0.0231012451,0,42.644898517,2.2639220231,19.566754629,3.442085525,17.372136341,12.91359603,3.7424017117,9.1711943182,3.8579079374,2.2177195329,1.6401884045,9.1249918279,0.4620249027,0.1155062257,1.8712008559,6.6762598437,0,68.957216725,88.77808505,52.208814003,51.030650501,1.1781635018,8.4781569642,28.091114083,2.7952506612,84.596759681,18.688907313,159.69890761,11.989546225,29.592695017,46.040781552,72.075884818,38.810091825,1.201264747,1.0164547859,5.521197587,0.4620249027,30.609149803,9.0325868474,2.1022133072,2.0560108169,4.7126540073,0.1617087159,402.40058899,81.963217735,0.3003161867,37.701232059,2.8645543966,3.7424017117,37.354713382,0.6006323735,0.0693037354,0.0693037354,0.1155062257,0.2772149416,0.0231012451,0,0,0.0462024903,23.124346379,0,16.887010193,7.2768922172,7.6927146296,0.3927211673,1.1088597664,0.0231012451,4.2506291047,1.9174033461,100.14389766,3.1879718285,37.424017117,3.2572755639,56.274633146,2.4256307391,79.583789487,3.1417693382,63.667031589,12.751887314,0.0231012451,5.6367038127,325.33483522
APR09,0,0.2772149416,0.1617087159,0,0.0231012451,0.0924049805,0,35.575917506,1.8018971205,16.263276574,2.7952506612,14.71549315,9.3329030341,2.2870232683,7.0458797659,3.8579079374,1.8480996107,2.0098083267,6.2835386765,0.4620249027,0.1386074708,0.85474607,4.828160233,0,55.327482096,83.672709875,48.18919735,47.218945054,0.9702522956,9.1942955633,26.289216963,2.6335419453,79.32967579,18.388591127,155.44827851,11.989546225,28.576240231,49.898689489,64.983802562,31.486997118,0.9240498054,1.5708846691,6.9303735402,0.3927211673,21.668967936,8.6629669253,2.4487319842,1.5015809337,4.5509452914,0.1617087159,379.62276129,81.501192833,0.5544298832,37.724333304,3.0724656028,4.1582241241,35.991739919,0.5775311284,0.0231012451,0.0231012451,0.346518677,0.1155062257,0.0693037354,0,0,0,17.926566224,0,15.639542956,6.3990449021,7.5541071588,0.2310124513,1.0857585213,0.1617087159,4.3199328401,1.7556946302,91.457829486,2.7028456807,35.830031203,3.0262631126,49.898689489,2.2870232683,81.03916793,2.7952506612,64.406271434,13.837645835,0,5.8215137738,310.20351966
MAY09,0.2079112062,0.2772149416,0.1155062257,0,0.0231012451,0.1386074708,0,39.018003031,2.0098083267,17.025617664,2.7721494161,17.210427625,10.34935782,2.6797444355,7.6696133845,4.3661353303,2.4487319842,1.9174033461,6.3297411667,0.3696199221,0.1617087159,1.1319610116,4.6664515171,0,60.548363496,81.709104039,45.994579062,45.070529256,0.9240498054,8.2933470031,27.421177974,2.7952506612,74.501515557,17.834161243,158.33593415,12.890494785,32.826869335,49.251854626,63.366715403,32.249338207,1.4553784434,1.5246821788,8.0623345518,0.6468348638,20.560108169,9.3560042793,2.7259469258,2.0098083267,4.5740465365,0.0462024903,376.78130814,92.774600458,0.2772149416,41.905658673,2.6335419453,6.6993610889,41.258823809,0.2772149416,0,0,0.0231012451,0.0462024903,0.0231012451,0,0.0231012451,0.1617087159,20.906626846,0,14.784796886,6.4683486375,6.7686648243,0.1617087159,0.8085435797,0.1386074708,3.9965154082,1.6632896496,103.17016077,2.8876556418,37.03129595,3.6037942409,59.647414936,1.9405045913,77.943601082,2.5642382099,61.865134469,13.421823423,0.0924049805,5.7984125286,330.83293156
JUN09,0.0231012451,0.1386074708,0.1155062257,0,0.0231012451,0,0,36.014841164,2.1022133072,16.448086535,3.095566848,14.368974473,11.619926302,3.0493643577,8.5705619447,4.0427178985,2.4487319842,1.5939859142,7.415499688,0.4851261478,0.2310124513,1.2705684824,5.4287926065,0,59.254693769,85.197392054,46.017680307,45.255339218,0.7623410894,9.2404980536,29.939213694,2.9107568869,84.342645984,18.712008559,165.86694006,12.982899765,33.196489258,52.116409022,67.571142017,31.117377196,0.7392398443,0.693037354,6.6300573535,0.6237336186,22.431309025,8.3626507385,2.4718332293,1.201264747,4.481641556,0.2079112062,396.50977148,93.767953999,0.4158224124,44.400593148,3.442085525,3.7193004666,41.790152447,0.4851261478,0,0,0.2541136965,0.0231012451,0.2079112062,0,0,0,16.840807703,0,15.824352917,7.8313221004,7.4386009332,0.0693037354,1.1088597664,0.0693037354,4.481641556,1.7094921399,87.576820303,2.0791120621,34.975285133,4.0889203887,46.433502719,0.5775311284,80.23062435,2.7952506612,64.452473924,12.821191049,0.1617087159,6.1680324508,316.74117203
JUL09,0.0924049805,0.2079112062,0.1386074708,0,0.0462024903,0.0231012451,0,33.196489258,1.6863908948,15.200619298,2.4949344745,13.81454459,7.3461959526,1.7787958753,5.5674000773,3.2341743188,1.6170871594,1.6170871594,6.8148673145,0.6699361089,0.0231012451,0.85474607,5.2670838906,0,50.89204303,74.0625919,39.618635405,38.879395561,0.7392398443,9.1018905828,25.342065912,2.8183519063,76.280311433,15.824352917,166.05175002,12.451571127,37.216105911,49.1363484,67.247724585,36.569271047,1.4784796886,1.8249983656,7.415499688,0.9009485602,24.949344745,10.511066536,3.2341743188,1.8249983656,5.1977801552,0.2541136965,382.11769576,102.54642715,0.4158224124,47.935083653,3.0031618674,5.8446150189,45.347744198,0.3234174319,0.0462024903,0,0.0924049805,0.0231012451,0.1155062257,0,0,0.0462024903,20.421500698,0,17.487642566,6.6762598437,6.9072722951,0.3234174319,1.1550622567,0.1155062257,3.9272116728,1.386074708,92.497385517,2.6104407001,36.22275237,3.5806929958,50.083499451,2.1253145523,84.157836023,2.7952506612,62.165450656,19.081628481,0.1155062257,5.4518938516,338.59494993
AUG09,0.2772149416,0.3234174319,0.2079112062,0,0.0462024903,0.0693037354,0,40.288571514,1.6401884045,18.827514784,3.5344905055,16.286377819,10.30315533,2.4025294939,7.9006258358,3.7193004666,1.4553784434,2.2639220231,7.3230947075,0.4389236575,0.0924049805,1.0626572762,5.7291087932,0,62.234754391,74.085693145,40.49648272,39.64173665,0.85474607,7.3461959526,26.243014472,3.3496805444,74.386009332,17.603148792,164.2498529,12.035748715,30.124023655,52.486028944,69.604051589,51.446472913,23.886687469,1.2705684824,8.3395494934,0.8316448248,17.118022644,8.7784731509,2.5180357196,1.5939859142,4.5509452914,0.1155062257,393.89933078,93.675549018,0.2079112062,43.869264509,3.3265792993,3.5344905055,42.737303498,0.6468348638,0,0.0462024903,0.1617087159,0.3234174319,0,0,0,0.1155062257,20.791120621,0,18.319287391,9.8642316722,7.0920822561,0.0924049805,0.8778473151,0.0231012451,4.5971477817,1.5015809337,107.16667618,3.3265792993,37.862940775,4.6202490268,61.356907076,1.0857585213,96.239787228,3.2572755639,66.623990966,26.127508247,0.2310124513,6.3297411667,361.21106892
SEP09,0.1155062257,0.2772149416,0.1617087159,0,0,0.1155062257,0,39.110408012,1.9636058364,17.580047547,3.6037942409,15.962960388,11.689230038,3.2110730736,8.4781569642,3.8348066922,2.1253145523,1.7094921399,7.6003096491,0.4389236575,0.1848099611,1.547783424,5.4287926065,0,62.627475558,80.207523105,45.278440463,44.192681941,1.0857585213,8.0854357969,26.843646846,2.3794282488,81.385686607,18.18067992,168.01535586,13.283215952,30.586048557,50.568625598,73.577465752,39.64173665,1.1781635018,1.5015809337,5.5442988322,0.9702522956,30.447441087,8.6860681704,2.5180357196,1.2705684824,4.8050589879,0.0924049805,398.49647856,85.567011976,0.693037354,40.935406377,3.2341743188,3.5575917506,37.146802175,0.5313286381,0.1386074708,0.0231012451,0.3003161867,0.0231012451,0,0,0.0231012451,0.0231012451,19.289539687,0,18.111376185,7.2999934623,7.9006258358,0.3234174319,1.039556031,0.2079112062,4.7126540073,1.6170871594,96.56320466,2.240820778,38.763889335,3.5344905055,52.024004042,0.7392398443,88.754983805,3.1879718285,60.38665478,25.134154706,0.0462024903,5.682906303,330.4402104
OCT09,0.1848099611,0.0924049805,0.0924049805,0,0,0,0,43.799960774,2.1484157975,20.398399453,4.6664515171,16.586694006,11.134800155,2.4718332293,8.6629669253,3.4651867701,1.6632896496,1.8018971205,6.4221461473,0.3696199221,0.0693037354,1.1781635018,4.8050589879,0,65.099308788,81.177775401,47.888881163,46.733818906,1.1550622567,7.4848034234,25.804090815,2.9107568869,76.950247541,16.448086535,165.33561142,13.81454459,32.364844433,50.453119373,68.703103029,32.064528246,4.1120216339,1.9174033461,5.4980963419,2.3101245134,18.226882411,9.3791055244,2.9569593772,1.6632896496,4.5509452914,0.2079112062,384.26611156,83.926823572,0.346518677,38.856294315,3.6961992214,3.2110730736,37.816738284,0.5775311284,0.0231012451,0.0231012451,0.5082273929,0,0,0,0,0.0231012451,21.576562955,0,19.867070815,8.5936631899,6.9303735402,0.1848099611,0.9471510505,0.1617087159,3.9041104276,1.7325933851,108.78376334,2.8876556418,40.704393926,4.135122879,61.056590889,1.1550622567,91.942955633,2.7259469258,64.290765208,24.833838519,0.0924049805,5.2439826454,348.59778907
NOV09,0.0693037354,0.1617087159,0.1155062257,0,0,0.0462024903,0,42.806607233,1.8249983656,20.467703189,4.5047428011,16.009162878,12.15125494,3.0724656028,9.0787893377,3.1648705834,1.2243659921,1.9405045913,6.9996772756,0.6006323735,0.0924049805,1.2474672372,5.0591726843,0,65.353422484,87.137896645,50.083499451,49.04394342,1.039556031,7.5541071588,29.500290036,2.9569593772,80.299928086,17.395237586,169.37832932,15.986061633,29.592695017,51.931599061,71.867973612,33.496805444,1.9636058364,1.3398722178,6.5145511278,1.4091759532,22.269600309,9.2404980536,2.8645543966,1.3398722178,4.8512614781,0.1848099611,399.90565451,84.45815221,0.5313286381,35.645221242,3.2572755639,10.118345369,34.905981397,0.1155062257,0,0,0.0924049805,0.0231012451,0,0,0,0,18.827514784,0,18.296186146,9.3329030341,7.1382847464,0.5082273929,0.7854423346,0.0462024903,3.9965154082,1.8018971205,110.8628754,2.587339455,39.942052837,3.788604202,64.544878904,1.6170871594,93.675549018,2.8183519063,63.205006687,27.605987935,0.0462024903,4.9667677038,349.29082643
DEC09,0.1386074708,0.2310124513,0.1386074708,0,0.0231012451,0.0693037354,0,41.074013848,2.1946182877,18.94302101,4.3199328401,15.616441711,9.6101179757,2.8645543966,6.7455635791,3.8810091825,1.6632896496,2.2177195329,6.9996772756,0.346518677,0.0462024903,1.3398722178,5.2670838906,0,61.934438204,92.543588007,54.403432291,53.155965053,1.2474672372,9.3560042793,28.784151437,2.8414531515,78.267018514,19.197134706,166.37516746,14.553784434,32.087629491,51.608181629,68.1255719,33.473704199,1.8480996107,1.3629734629,8.2933470031,2.0098083267,19.959475796,9.7025229563,3.095566848,1.6170871594,4.8743627233,0.1155062257,402.40058899,73.485060771,0.4851261478,35.645221242,3.5806929958,1.6170871594,32.156933227,0.2772149416,0.0231012451,0,0.1848099611,0.0231012451,0,0,0,0.0462024903,23.21675136,0,21.738271671,8.5474606996,6.5376523729,0.1386074708,0.9702522956,0.1386074708,3.6961992214,1.5939859142,120.19577843,3.5575917506,43.407239607,4.2968315949,68.93411548,0.7623410894,98.2726968,2.9800606223,69.118925441,26.150609492,0.0231012451,3.973414163,357.0066423
JAN10,0.04540559,0.1816223599,0.1135139749,0,0.04540559,0.022702795,0,42.318009855,2.3156850886,19.592512073,4.0183947126,16.39141798,11.101666748,3.291905273,7.8097614754,3.2692024781,1.0443285694,2.2248739087,8.2411145801,0.6810838496,0.0908111799,1.702709624,5.7665099266,0,65.157021611,95.170116583,55.758064487,54.736438712,1.0216257744,9.8303102292,29.581741867,2.8605521683,84.522505735,19.251970149,173.81259842,15.392495001,30.875801182,55.031575047,72.512727187,30.875801182,1.9978459588,1.4529788791,5.3124540268,1.3848704942,20.727651823,9.4670655094,2.7016326034,1.725412419,4.7675869472,0.2724335398,415.96060974,77.303016929,0.2724335398,37.141772598,3.1556885031,3.5643388129,33.168783475,0.5902726696,0,0.022702795,0.2724335398,0.1362167699,0,0,0,0.1589195649,17.11790742,0,21.885494367,9.0811179946,9.1719291745,0.3178391298,1.1124369543,0.1135139749,4.9038037171,2.7243353984,122.79941808,4.1092058926,42.635848985,4.7675869472,71.286776258,1.2486537243,96.350661923,3.4508248379,69.856500173,22.997931321,0.04540559,6.5838105461,362.13228283
FEB10,0.0908111799,0.1589195649,0.068108385,0.022702795,0,0.068108385,0,38.503940297,1.8616291889,18.366561144,3.2010940931,15.074655871,13.213026682,4.0410975076,9.1719291745,3.0194717332,1.3167621092,1.702709624,8.2411145801,0.4994614897,0.022702795,1.1805453393,6.5384049561,0,63.227284037,82.388443006,47.539652702,46.540729722,0.9989229794,7.8551670653,26.993623239,2.2021711137,76.008957615,17.11790742,153.78873324,12.895187552,29.218497148,47.426138727,64.248909812,31.693101801,0.9081117995,1.0897341594,8.3092229651,1.4075732892,19.978459588,10.261663334,4.0638003026,1.657304034,4.3362338424,0.2043251549,373.46097753,77.688964444,1.1578425443,35.802307694,3.6097444029,4.2227198675,32.896349935,1.0897341594,0.1362167699,0.022702795,0.3178391298,0.5221642847,0.022702795,0,0,0.068108385,13.621676992,0,18.820617044,7.9459782453,6.720027316,0.1135139749,0.9081117995,0.022702795,4.4043422274,1.2713565192,87.746302623,2.2929822936,34.667167944,3.9048807377,46.881271647,1.4302760841,75.53219892,2.7697409884,54.895358277,17.730882884,0.1362167699,5.6302931567,296.22606898
MAR10,0.1135139749,0.1362167699,0.0908111799,0,0,0.04540559,0,40.002324766,2.4291990636,17.889802449,3.9275835327,15.755739721,11.964372958,2.6108214234,9.3535515344,3.8140695577,1.2940593142,2.5200102435,7.9686810403,0.4994614897,0.1135139749,1.4302760841,5.9254294915,0,63.999179067,93.717137704,52.012103314,50.740746795,1.2713565192,9.9211214091,31.783912981,2.4291990636,77.825181214,17.140610215,167.93257452,14.597897176,33.41851422,50.604530025,69.311633094,33.9633813,0.9535173894,1.5891956491,5.3805624118,0.7945978245,25.245508025,9.8757158191,2.9967689382,1.8843319839,4.6994785622,0.2951363348,402.88379983,80.890058537,0.9081117995,36.415283158,4.0638003026,3.1783912981,36.324471978,0.2951363348,0,0,0.1816223599,0.068108385,0,0,0,0.04540559,13.939516122,0,19.683323253,9.3535515344,6.8562440859,0.2043251549,1.0897341594,0.068108385,4.2000170725,1.2940593142,90.833882741,2.0205487538,34.14500366,5.3351568218,49.333173506,1.2940593142,78.506265063,2.0432515488,56.893204236,19.388186918,0.1816223599,6.3113770062,307.96341399
APR10,0.068108385,0.0908111799,0.0908111799,0,0,0,0,35.007709869,1.657304034,15.642225746,3.0421745282,14.666005561,11.101666748,3.4962304279,7.6054363205,3.1783912981,1.5437900591,1.634601239,6.4021881862,0.5675698747,0.068108385,0.9762201844,4.7902897422,0,55.848875667,79.119240528,45.927754258,45.019642458,0.9081117995,7.0832720358,26.108214234,2.3383878836,72.648943957,14.325463636,151.13250623,12.350320473,32.850944345,44.020719479,61.910521928,23.474690016,0.7264894396,1.1578425443,4.8583981271,0.5448670797,16.187092825,8.0140866302,2.8605521683,1.1805453393,3.8594751477,0.1135139749,351.05331888,72.490024392,0.4313531047,32.737430371,2.8832549633,3.428122043,33.00986391,0.6810838496,0,0.022702795,0.3178391298,0.2270279499,0.022702795,0,0.022702795,0.068108385,17.004393445,0,16.43682357,8.1957089901,5.9481322865,0.1816223599,0.5902726696,0.04540559,3.6324471978,1.4983844691,93.921462859,2.9513633482,35.121223844,4.7675869472,51.08128872,0.9308145944,87.201435543,1.725412419,62.977553293,22.384955857,0.1135139749,4.8356953321,307.64557486
MAY10,0.1135139749,0.2043251549,0.068108385,0.022702795,0.04540559,0.068108385,0,34.689870739,1.8843319839,16.368715185,2.7697409884,13.667082582,9.6713906642,2.1113599337,7.5600307305,3.0875801182,1.5210872641,1.5664928541,6.651918931,0.5448670797,0.068108385,1.2486537243,4.7902897422,0,54.418599583,79.119240528,47.539652702,46.654243697,0.8854090045,7.0151636508,24.564424175,2.4519018585,72.285699237,17.095204625,161.30335838,13.258432272,33.486622605,48.379656116,66.178647386,40.706111411,3.5416360179,1.9978459588,10.647610849,0.6129754646,23.906043121,9.1038207896,3.0421745282,1.9751431638,3.9502863277,0.1362167699,382.06533683,85.476023124,1.5437900591,38.935293402,3.0648773232,5.085426077,36.846636263,0.6810838496,0,0.0908111799,0.4994614897,0,0.068108385,0,0,0.022702795,16.777365495,0,16.323309595,7.8324642703,6.8562440859,0.2497307449,0.8854090045,0.022702795,4.4724506123,1.2259509293,96.895529002,2.5427130385,34.485545584,4.9265065121,54.940763867,0.6356782596,84.18196381,2.4973074485,61.093221309,20.523326668,0.068108385,6.0389434664,321.69860496
JUN10,0.022702795,0.2043251549,0.0908111799,0,0.022702795,0.0908111799,0,33.14608068,1.657304034,14.961141896,2.6562270134,13.871407737,8.8086844548,2.1113599337,6.697324521,3.7459611728,1.657304034,2.0886571388,6.2205658263,0.3859475148,0.04540559,0.9762201844,4.8129925371,0,52.148320084,78.460859473,45.337481588,44.452072584,0.8854090045,8.5135481199,24.609829765,1.9524403688,73.738678116,15.256278231,162.64282328,13.235729477,34.735276329,49.76452661,64.907290866,31.397965466,1.680006829,1.2940593142,5.1308316669,0.5902726696,22.702794986,7.9232754503,2.6335242184,1.1805453393,3.9729891226,0.1362167699,371.37232039,75.918146435,0.3632447198,35.666090924,2.3383878836,3.9275835327,33.622839375,0.8627062095,0.2724335398,0.022702795,0.5221642847,0,0,0,0,0.04540559,12.441131653,0,15.460603386,7.4011111656,7.0378664458,0.2270279499,0.4540558997,0.0908111799,3.7459611728,2.5200102435,85.226292379,2.3610906786,32.056346521,4.2681254575,46.540729722,1.0443285694,76.372202335,2.3837934736,55.485630947,18.411966734,0.0908111799,4.4951534073,286.25954198
JUL10,0.1135139749,0.2270279499,0.1362167699,0,0,0.0908111799,0,32.237968881,1.7935208039,15.188169846,2.4064962686,12.849781962,12.713565192,3.314608068,9.3989571244,3.5870416079,1.657304034,1.9297375739,6.6292161361,0.6810838496,0.1589195649,1.4529788791,4.3362338424,0,55.508333742,73.284622216,43.044499294,41.84125116,1.2032481343,7.2194888057,23.020634116,2.3837934736,84.81764207,15.710334131,162.98336521,14.461680406,29.831472612,50.58182723,68.108384959,51.535344619,1.4983844691,1.2259509293,6.0162406714,0.8854090045,41.909359545,9.8076074342,3.2237968881,1.2259509293,5.1535344619,0.2043251549,400.52270915,82.956012881,0.4767586947,38.640157067,2.7243353984,4.4043422274,36.710419493,0.4540558997,0.1135139749,0,0.2951363348,0.04540559,0,0,0,0,15.460603386,0,16.414120775,7.4465167556,7.3102999857,0.2724335398,1.1124369543,0.0908111799,4.3589366374,1.4756816741,92.309564415,2.1567655237,34.848790304,4.3135310474,50.99047754,1.5437900591,80.186271892,2.9513633482,57.982938396,19.183861764,0.068108385,4.9038037171,308.98503977
AUG10,0.068108385,0.04540559,0.022702795,0,0,0.022702795,0,35.779604899,1.3394649042,15.687631336,3.337310863,15.415197796,12.191400908,2.6562270134,9.5351738943,3.2237968881,1.5891956491,1.634601239,8.0367894252,0.5902726696,0.1135139749,1.2940593142,6.0389434664,0,59.345106095,77.234908544,43.475852399,42.84017414,0.6356782596,8.5816565049,25.17739964,1.7935208039,75.39598215,15.960064876,177.39964002,15.960064876,31.806615776,53.692110143,75.94084923,59.390511685,32.328780061,1.3167621092,5.9481322865,0.9081117995,18.888725429,11.260586313,2.3156850886,4.1092058926,4.5859645873,0.2497307449,418.4352144,94.193896399,0.4313531047,44.179639044,4.0865030976,2.5881186285,42.908282524,0.3632447198,0.04540559,0,0.2043251549,0.068108385,0.022702795,0,0,0.022702795,13.099512707,0,17.867099654,8.42273694,6.9470552659,0.3178391298,0.8854090045,0.1816223599,3.9956919176,1.5664928541,91.673886155,1.657304034,34.939601484,4.6313701772,50.44561046,1.3394649042,76.690041464,3.0648773232,55.008872252,18.548183504,0.068108385,4.9492093071,315.54614752
SEP10,0.04540559,0.1362167699,0.0908111799,0,0,0.04540559,0,33.78175894,1.634601239,15.778442516,3.0875801182,13.281135067,9.6032822793,2.2702794986,7.3330027806,3.1329857081,1.3848704942,1.748115214,6.8562440859,0.6356782596,0.1135139749,1.5210872641,4.5859645873,0,53.555893373,75.03273743,43.589366374,42.930985319,0.6583810546,6.5838105461,24.85956051,2.4746046535,83.22844642,16.57304034,181.48614312,16.913582265,31.534182236,58.45969709,74.578681531,35.393657384,4.3362338424,1.1578425443,4.3362338424,1.680006829,23.883340326,8.0367894252,2.4064962686,0.9762201844,4.4724506123,0.1816223599,402.22541878,87.201435543,0.8173006195,40.728814206,3.337310863,4.0638003026,38.254209552,0.6129754646,0.04540559,0,0.3178391298,0.1135139749,0,0,0.022702795,0.1135139749,12.100589728,0,19.024942199,7.3102999857,6.6065133411,0.3405419248,0.9308145944,0.04540559,3.7686639678,1.5210872641,90.402529636,2.4519018585,34.962304279,4.6086673823,48.379656116,1.0670313644,70.832720358,2.3610906786,50.58182723,17.821694064,0.068108385,4.0183947126,299.17743233
OCT10,0.0908111799,0.0908111799,0.04540559,0,0.022702795,0.022702795,0,38.617454272,1.5891956491,16.84547388,4.0865030976,16.096281645,10.851936004,2.8832549633,7.9686810403,3.291905273,1.3848704942,1.9070347789,7.1513804207,0.7037866446,0.0908111799,1.0670313644,5.2897512319,0,60.094298329,83.251149215,48.742900836,47.653166677,1.0897341594,8.9221984297,25.58604995,2.3383878836,83.59169114,19.388186918,190.81699186,17.730882884,32.147157701,60.684570999,80.254380277,26.675784109,2.6789298084,2.0659543438,4.7448841522,1.2713565192,15.914659286,9.4897683044,2.9740661432,1.1578425443,5.2216428469,0.1362167699,415.55195943,81.230600462,0.5221642847,37.573125703,3.1329857081,4.0638003026,35.938524464,0.7491922346,0.04540559,0.0908111799,0.4540558997,0.0908111799,0,0,0,0.068108385,14.893033511,0,19.161158969,7.1513804207,6.3794853912,0.1589195649,0.9535173894,0,4.2000170725,1.0670313644,91.991725285,2.0659543438,33.986084095,5.2670484369,50.67263841,1.2259509293,80.163569097,3.1102829132,57.528882496,19.501700893,0.022702795,4.7221813572,307.66827766
